filename;content;junior;senior;expert;consensus
264.yaml;TITLE : kgs-api_savings_plan\nDESCRIPTION :\n      Processing securities savings plans and amount orders\nENDPOINTS :\n    - POST /vlsavingsplanscosts\n      Calculates ex ante costs for a VL savings plan\n    - PATCH /vlsavingsplanscosts/{securitiesAccountNumber}/{savingsPlanId}\n      Calculates ex ante costs for changes of a VL savings plan\n    - POST /vlsavingsplans\n      Creates a VL savings plan\n    - PATCH /vlsavingsplans/{securitiesAccountNumber}/{savingsPlanId}\n      Changes a VL savings plan;savings;savings;savings;savings
265.yaml;TITLE : Transaction Savings\nDESCRIPTION :\n      Transaction Savings APIs/Events\nENDPOINTS :\n    - POST /enterprise/transactionSavings/agreement\n      create Agreement\n    - PUT /enterprise/transactionSavings/agreement/{agreementReference}\n      Update Agreement\n    - GET /enterprise/transactionSavings/agreement/{agreementReference}\n      Get Details of greement\n    - GET /enterprise/transactionSavings/agreement/{customerReference}\n      Get list of agreement references for a customer\n    - GET /enterprise/transactionSavings/agreement/createEvent\n      Event response when an agreement is create\n    - GET /enterprise/transactionSavings/agreement/amendEvent\n      Event response when an agreement is amended\n    - POST /enterprise/transactionSavings/capture/transaction\n      Capture Transaction\n    - GET /enterprise/transactionSavings/capture/savingsEvent\n      Event response for posting Savings in core system\n    - GET /enterprise/transactionSavings/reporting/savings/{agreementReference}\n      To get the list of savings for transactions performed on this account\n    - GET /enterprise/transactionSavings/reporting/savings/{agreementReference}/pending\n      To get the list of savings for transactions performed on this account that have not been booked;savings;savings;savings;savings
266.yaml;TITLE : Client Revenue Internet Banking\nDESCRIPTION :\n      * Service description: Service responsible for updating billing information for corporate clients. Once updated,\n      it will be used in the credit analysis processes by the compliance area. ----- * Interface description: Service\n      responsible for updating customer billing information in the corporate segment. Being updated, it is used in the\n      credit analysis processes by the compliance area.\nENDPOINTS :\n    - GET /billings:by_token\n      Service responsible for query segmentation, retecency date e yearly billing last.\n    - POST /billings/{billing_id}:evaluate\n      Consultative billings evaluate\n    - PUT /billings/{billing_id}\n      Effective billing\n    - GET /billings_monthly\n      Service responsible for query billings monthly.\n    - PUT /billings_monthly/{billing_monthly_id}\n      Effective billing monthly\n    - POST /billings_monthly:batch_evaluate\n      Consultative billings monthly evaluate\n    - GET /segments/{segments_id}\n      Service responsible for bringing company service.;other;banking;banking;banking
267.yaml;TITLE : ItalicFinance Client API\nDESCRIPTION :\n      ItalicFinance REST API openApi 3.0 specification\nENDPOINTS :\n    - GET /user\n      Get user\n    - POST /user\n      Initiate user\n    - POST /user/refreshLink\n      Refresh user link\n    - GET /user/balance\n      Get user balance\n    - POST /user/createLoginLink\n      Create user login link\n    - PUT /user/verified\n      Update user verified status\n    - GET /invoice\n      Get my invoices\n    - POST /invoice\n      Create invoice\n    - GET /invoice/{invoiceId}\n      Get invoice by id\n    - PUT /invoice/{invoiceId}/status\n      Update invoice status\n    - POST /intent\n      Update intent status;user-password;payment;payment;payment
268.yaml;TITLE : Bank Product Microservice\nDESCRIPTION :\n      Bank Product Microservice\nENDPOINTS :\n    - GET /bank-product\n    - PUT /bank-product\n    - POST /bank-product\n    - GET /collection-strategy\n      List all the collection strategy\n    - POST /collection-strategy\n      Create a Collection Strategy\n    - GET /collection-strategy/{collectionStrategyId}\n      Get detailed single Collection Strategy\n    - PUT /collection-strategy/{collectionStrategyId}\n      Update Collection Strategy\n    - POST /collection-strategy/{collectionStrategyId}/strategyAction\n      Add StrategyAction to Collection Strategy\n    - PUT /collection-strategy/{collectionStrategyId}/strategyAction/{strategyActionId}\n      Update strategy action existing on collection strategy\n    - DELETE /collection-strategy/{collectionStrategyId}/strategyAction/{strategyActionId}\n      Delete a strategy action\n    - GET /collection-strategy/data/stages\n      To get all the stages.\n    - GET /collection-strategy/data/actions\n      To get all the actions\n    - GET /collection-strategy/data/operands\n      To get all the operands\n    - GET /collection-strategy/data/template-token\n      To get all and search template tokens;banking;banking;banking;banking
269.yaml;TITLE : Vx Loan Monthly Installment API Service\nDESCRIPTION :\n      This service provides an list of possible loan durations with the minimum monthly rate for the loan\nENDPOINTS :\n    - GET /applications/loan/service/installment/monthly/{amount}/{purpose}\n      fetch a list of monthly rates;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
27.yaml;TITLE : FundsforYou\nDESCRIPTION :\n      This is a FundsforYou and Related funds API\nENDPOINTS :\n    - GET /funds/recommended\n      get recommended funds for you\n    - GET /funds/relatedfunds\n      get related funds;savings;savings;savings;savings
271.yaml;TITLE : mortgage-applications\nDESCRIPTION :\n      This is the MORTGAGE APPLICATIONS System API (a.k.a: mortgage-applications) defined as a technical API for storing\n      mortage application, getting mortgage application info, etc. _Note_: All information has been extracted from\n      current information and should be reviewed once the requirements are completed.\nENDPOINTS :\n    - GET /mortgage-applications\n      get the info of mortgage applications\n    - GET /mortgage-applications/{mortAppId}\n      get the info of a given mortgage application\n    - GET /mortgage-applications/{mortAppId}/documents\n      Get all documents\n    - POST /mortgage-applications/{mortAppId}/documents\n      Upload file;loan-mortgage;loan-mortgage;loan-mortgage;loan-mortgage
272.yaml;TITLE : Simple bank API\nDESCRIPTION :\n      This is a bank API\nENDPOINTS :\n    - GET /Transactions\n      get transactions\n    - POST /Transactions\n      transfer money\n    - POST /Transactions/deposit\n      deposit money\n    - POST /Transactions/withdraw\n      withdraw money\n    - PATCH /Accounts/{IBAN}\n      update account\n    - GET /{Username}/Accounts\n      Gets the accounts of the user.\n    - POST /{Username}/Accounts\n      Create an account.\n    - GET /Users\n      return users\n    - POST /Users\n      create user\n    - GET /Login\n      log in using given credentials;transfer;banking;banking;banking
273.yaml;TITLE : acme-bank\nDESCRIPTION :\n\nENDPOINTS :\n    - GET /customers\n      get list of customers\n    - POST /customers\n      creates a customer\n    - GET /customers/{customer_id}\n      get customer by  customer ID\n    - DELETE /customers/{customer_id}\n      deletes customer by customer ID\n    - PATCH /customers/{customer_id}\n      updates a customer based on customer ID\n    - GET /customers/{customer_id}/accounts\n    - GET /accounts\n      get list of accounts\n    - POST /accounts\n      creates a account\n    - GET /accounts/{accounts_id}\n      get account by  account ID\n    - PUT /accounts/{accounts_id}\n      replaces an existing account by account ID\n    - DELETE /accounts/{accounts_id}\n      deletes account by account ID\n    - GET /accounts/{accounts_id}/transactions\n    - GET /transactions\n      get list of transactions\n    - POST /transactions\n      creates a transaction\n    - GET /transactions/{transactions_id}\n      get transaction by  transaction ID;user-password;banking;banking;banking
274.yaml;"TITLE : Consumer Credit Report\nDESCRIPTION :\n      # Introduction       Equifax’s Consumer Credit Report is the leading consumer credit resource enabling lenders to\n      make faster, more informed credit-granting decisions, better manage their risk and maximize growth opportunities.\n      The Consumer Credit Report unites the power of superior consumer dfata with best-in-class search and match logic\n      capabilities to deliver higher match rates on more inquiries.    # Getting Started  1. **<a\n      href=""/user/applications"" target=""_blank"">Create</a>** an application  2. **<a href=""/user/applications""\n      target=""_blank"">Subscribe</a>** to Consumer Credit Report API  3. **<a href=""/products/consumer-credit- [...]\nENDPOINTS :\n    - POST /reports/credit-report\n    - GET /reports/credit-report/{pdf-request-id}\n      retrieve PDF referenced in 'links' from a previous POST response";;client;client;client
275.yaml;TITLE : TransferWise Business Payouts API V2\nDESCRIPTION :\n      Easier and hopefully better design for TransferWise Business Payouts API\nENDPOINTS :\n    - GET /borderless-accounts\n      Get list of borderless accounts\n    - GET /borderless-accounts/{borderlessAccountId}/balances\n      Borderless account available balances by currencies\n    - POST /borderless-accounts/{borderlessAccountId}/payouts\n      Send payment orders, domestic and cross-border\n    - GET /borderless-accounts/{borderlessAccountId}/payouts\n      Get payout list, for example pending payouts, failed payouts or completed payouts\n    - GET /borderless-accounts/{borderlessAccountId}/payouts/{transactionId}\n      Get payout transaction details\n    - POST /borderless-accounts/{borderlessAccountId}/conversions\n      Convert funds between currencies\n    - GET /borderless-accounts/{borderlessAccountId}/conversions/{transactionId}\n      Get conversion transaction details\n    - GET /borderless-accounts/{borderlessAccountId}/statements\n      Get borderless account statement\n    - GET /notifications/topics\n      Get list of push notifications topics: payoutStatusChange and depositReceived\n    - POST /notifications/subscriptions\n      Subscribe or unsubscribe URL to notification topic\n    - GET /notifications/messages\n      Get list of messages, last 30 days are available\n    - GET /notifications/messages/{messageId}\n      Get message details\n    - GET /notifications/messages/{messageId}/resend\n      Trigger re-sending message to subscribed URL;payment;transfer;transfer;transfer
276.yaml;TITLE : TrueBlocks API\nDESCRIPTION :\n      An API for accessing cached Ethereum blockchain data and accounts\nENDPOINTS :\n    - GET /export\n      Export full detail of transactions for one or more Ethereum addresses.\n    - GET /list\n      Add or remove monitors for a given Ethereum address (or collection of addresses).\n    - GET /tags\n    - GET /names\n      Query addresses and/or names of well known accounts.\n    - GET /collections\n    - GET /abis\n      Fetches the ABI for a smart contract.\n    - GET /rm\n    - GET /status\n      Report on status of one or more TrueBlocks caches.\n    - GET /scrape\n      Decentralized blockchain scraper and block cache.\n    - GET /blocks\n      Returns block(s) from local cache or directly from a running node.\n    - GET /transactions\n      Retrieve a transaction from the cache or the node.\n    - GET /receipts\n      Retrieve a transaction's receipt from the cache or the node.\n    - GET /logs\n      Retrieve a transaction's logs from the cache or the node.\n    - GET /traces\n      Retrieve a transaction's traces from the cache or the node.\n    - GET /when\n      Finds block based on date, blockNum, timestamp, or 'special'.\n    - GET /state\n      Retrieve the balance of one or more address at the given block(s).\n    - GET /tokens\n      Retrieve token balances for one or more address at given block(s).\n    - GET /quotes\n      Freshen and/or display Ethereum price data.\n    - GET /slurp\n      Fetches data from EtherScan for an arbitrary address.\n    - GET /where\n      Reports in which cache (if any) a block is found.\n    - GET /dive\n      Dive deeply into the turboGeth database.;;blockchain;blockchain;blockchain
